Data;SKU;Preco;Log_Preco;Quarta-feira;Terça-feira;previsao_TSCV;previsao_SARIMAX
2025-10-01;67019;99,43;4,599453878991982;1;0;0,21358048223159196;0,05505110976533267
2025-10-02;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,06211112344528093
2025-10-03;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,0692267442280218
2025-10-04;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,042292992336300524
2025-10-05;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,06310687245907914
2025-10-06;67019;82,96;4,418358563921272;0;0;0,13091492960536025;0,03326814508806495
2025-10-07;67019;96,06;4,564972996236678;0;1;0,2144036055375755;0,051651009375027486
2025-10-08;67019;101,12;4,6163079303985475;1;0;0,2236791550688982;0,05825490550373649
2025-10-09;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,06164252097954756
2025-10-10;67019;96,06;4,564972996236678;0;0;0,1956711158481232;0,05669378048619703
2025-10-11;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,04195990873732093
2025-10-12;67019;91,26;4,513712575499256;0;0;0,17002141097243884;0,0426844791155708
2025-10-13;67019;94,46;4,548176464467971;0;0;0,18686641131877127;0,053608437407903026
2025-10-14;67019;101,12;4,6163079303985475;0;1;0,2467992836624092;0,0620828190062061
2025-10-15;67019;101,12;4,6163079303985475;1;0;0,2236791550688982;0,05780072686195713
2025-10-16;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,061161935288397314
2025-10-17;67019;101,12;4,6163079303985475;0;0;0,22523637652295783;0,0681442217625635
2025-10-18;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,038740740716104866
2025-10-19;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,05781866087949483
2025-10-20;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,0638428540739109
2025-10-21;67019;99,19;4,597037202757902;0;1;0,23410085792665405;0,05731981921753939
2025-10-22;67019;99,19;4,597037202757902;1;0;0,21217031639996536;0,053366249583669714
2025-10-23;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,056469585778794726
2025-10-24;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,06291619056854182
2025-10-25;67019;96,71;4,571716809728872;0;0;0,19932185144418352;0,034969184382856004
2025-10-26;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,05736788812414319
2025-10-27;67019;99,19;4,597037202757902;0;0;0,21364741500806264;0,0633451147834269
2025-10-28;67019;99,19;4,597037202757902;0;1;0,23410085792665405;0,056872935591156686
2025-10-29;67019;82,96;4,418358563921272;1;0;0,1300098203144665;0,02716157702166259
2025-09-30;52246;71,48;4,2694176902912275;0;1;20,675044877393077;0,7930909159388503
2025-10-01;52246;72,32;4,281100716083921;1;0;18,0304734359254;0,6601956860676369
2025-10-02;52246;72,45;4,282896668766692;0;0;16,17323349672014;0,6770109861793969
