sku;data_rodagem;intercepto_tscv;coef_log_preco_tscv;coef_quarta-feira_tscv;coef_terça-feira_tscv;coef_log_preco_sarimax;AIC_sarimax;BIC_sarimax;AIC_cruzado;BIC_cruzado
7172;2025-09-29 18:00:59;33,92863273595678;-5,354094917770739;0,14170401265848015;0,15977502996202816;-8,532288411506343;1110,3809338962055;1140,2892318169152;817,0122359217539;833,5272100012395
10036;2025-09-29 18:01:06;18,990251235060168;-4,2540948628200415;0,24145334150687106;0,22386528133183187;-1,699622027813024;2794,908468972686;2824,755342438836;1840,8162252151626;1857,291516778892
