sku;data_rodagem;intercepto_tscv;coef_log_preco_tscv;coef_quarta-feira_tscv;coef_terça-feira_tscv;coef_log_preco_sarimax;AIC_sarimax;BIC_sarimax;AIC_cruzado;BIC_cruzado
6287;29/09/2025 16:49;39,26138726;-6,169975142;0,279177303;0,544523796;-2,77558332;3688,215472;3718,12377;2271,446629;2287,961603
34382;29/09/2025 16:49;29,61643328;-4,245784133;0,293118755;0,112561157;-0,457236163;3264,849888;3294,758186;1749,6664;1766,181374
16437;29/09/2025 16:49;44,46297057;-7,558623439;0,209056176;-0,021313566;-2,955037316;3976,115192;4006,02349;2337,981121;2354,496095
96209;29/09/2025 16:49;8,809021656;-1,846508268;0,728401117;0,528414434;-2,810158358;1391,45585;1414,121764;764,5915492;776,5990402
88419;29/09/2025 16:49;20,05845676;-4,053363749;0,218256329;0,153256272;-6,528778294;688,6922662;709,8926031;447,4500491;458,4796937
88418;29/09/2025 16:49;11,36339097;-1,708097607;0,043367007;0,066940299;-11,28585943;703,5717536;724,7483281;246,8028769;257,7887528
40420;29/09/2025 16:49;-2,128378911;0,495289478;0,279285842;0,383363929;7,002641834;3626,184647;3656,025905;2718,461419;2734,925213
73571;29/09/2025 16:49;-0,480282011;0,230166303;0,252182056;0,178773644;2,770407482;3581,904384;3611,248038;2553,329636;2569,497193
6951;29/09/2025 16:49;26,78342;-5,006856088;0,231844469;0,238593046;-1,286751357;2949,839888;2979,748186;1484,506152;1501,021126
68725;29/09/2025 16:50;27,6573476;-8,268883379;0,244246287;0,055186752;-5,30071875;3505,038668;3534,874306;2863,529119;2879,981357
68726;29/09/2025 16:50;31,35498789;-9,368547708;0,159486836;-0,035861281;-0,398926465;3400,114944;3429,950582;2813,49586;2829,948098
68724;29/09/2025 16:50;30,47318179;-8,956719354;0,158968756;0,036023658;-6,38952508;3581,695984;3611,531622;2831,983621;2848,435859
19846;29/09/2025 16:50;32,58347102;-5,976630685;0,347107418;0,450138272;3,205103134;4666,230185;4696,138483;2545,174621;2561,689595
35177;29/09/2025 16:50;27,46503183;-5,089259884;0,115397859;0,154959119;-2,331568981;3554,886744;3584,795042;1901,362209;1917,877183
49024;29/09/2025 16:50;31,59254725;-5,613416301;0,333972689;-0,02818935;-6,359684976;4530,395749;4560,304046;2527,944167;2544,459141
49025;29/09/2025 16:50;33,25632567;-5,797605296;0,360600925;0,292330801;-5,478461742;4161,60005;4191,508347;2591,560452;2608,075426
49023;29/09/2025 16:50;31,48007173;-5,460604854;0,325375453;-0,115976295;-1,862809999;4155,20519;4185,113488;2582,798638;2599,313612
86389;29/09/2025 16:50;1,579975061;-0,415054261;0,290137064;0,609503894;-6,350197904;1988,824216;2013,412662;1117,011605;1130,004048
74764;29/09/2025 16:50;-37,6456682;7,928347204;0,37075222;0,23341613;9,344131303;3018,803581;3047,756341;2456,520574;2472,373915
78844;29/09/2025 16:51;0,920385405;-0,342344937;0,119562153;-0,094428958;0,783313016;2524,204038;2551,662855;1873,164769;1888,119522
25450;29/09/2025 16:51;26,17001901;-5,171526392;0,319055187;0,154465186;-4,076538259;2998,012338;3027,915078;2280,171592;2296,67518
3008;29/09/2025 16:51;28,95517859;-4,752573829;0,158813511;0,232515969;-5,791222939;2354,18659;2384,094888;1392,276815;1408,791789
23756;29/09/2025 16:51;29,95110295;-4,667282914;0,110607913;0,183804298;-2,666857809;3619,503203;3649,411501;2050,009166;2066,52414
88264;29/09/2025 16:51;23,33588635;-3,622660923;-0,396718589;-0,141948273;-8,824539556;1153,084043;1176,400667;864,4109608;876,6592337
84562;29/09/2025 16:51;1,468953901;-0,067593192;0,078553202;0,053022681;-0,346453668;400,3959734;424,2692879;185,7018086;195,7753948
88080;29/09/2025 16:51;-0,738479923;-0,11671003;-0,106405575;0,047421165;5,397131682;1397,274873;1421,371816;1077,186272;1090,040309
108063;29/09/2025 16:51;7,683109324;-1,093429833;-0,074543908;-1,049021445;-4,139844959;727,9063188;746,5055173;389,6113521;399,0833623
108231;29/09/2025 16:51;16,71774307;-2,941833171;0,407037957;0,756018633;-7,400821634;843,8995897;862,990291;478,3136673;488,183701
108232;29/09/2025 16:51;8,45408676;-1,168008643;-0,1476767;0,558018849;-5,811579065;629,1784973;647,7776959;354,0987373;363,5707475
126141;29/09/2025 16:51;7,475902983;-1,122195828;0,541894505;0,237777534;-2,495071477;459,1899898;477,752491;298,9501556;308,3579397
24491;29/09/2025 16:51;36,23077418;-6,480563844;0,248665942;0,121474012;-7,34265912;3168,858069;3198,766367;1914,461584;1930,976558
27209;29/09/2025 16:51;33,71260634;-6,151987022;0,265504315;0,282037943;-6,695734171;1818,879839;1848,788137;1308,209795;1324,724769
60456;29/09/2025 16:51;24,17329605;-4,763603203;0,18198986;0,150492303;-4,75200864;1735,213808;1765,122106;1028,891757;1045,406731
75575;29/09/2025 16:51;33,66604942;-9,232519363;0,015446804;-0,04152478;-3,423072453;2569,566932;2597,981612;1992,641644;2008,125214
60906;29/09/2025 16:51;22,12495663;-5,774833096;0,287987402;0,196994333;-5,787354277;3354,639317;3384,547615;2329,977395;2346,492369
70687;29/09/2025 16:51;55,95408486;-14,14785786;0,237627101;0,060366905;-7,776523736;3791,851091;3821,686728;2727,474604;2743,926842
70688;29/09/2025 16:52;49,97466806;-12,60583621;0,021892881;0,129519986;-6,056088325;3523,860041;3553,695679;2674,76765;2691,219888
34891;29/09/2025 16:52;16,99152048;-3,251914445;-0,044164008;0,125232223;1,760457902;3565,923177;3595,831475;2239,73989;2256,254865
36954;29/09/2025 16:52;35,25287553;-6,947268629;0,332904286;-0,069603589;0,64424016;4482,323595;4512,231893;2568,447807;2584,962781
66933;29/09/2025 16:52;2,405914362;-1,185439553;0,249818492;0,00658767;-0,419504699;5174,629658;5204,537956;2945,415423;2961,930397
30714;29/09/2025 16:52;32,771598;-6,098092752;0,177765379;0,175325447;-2,135624449;4121,12264;4151,030938;2508,500774;2525,015748
30717;29/09/2025 16:52;21,32353408;-4,351715727;0,152649424;0,169845025;-1,986109069;3044,001571;3073,909869;1605,566283;1622,081258
30716;29/09/2025 16:52;25,87478887;-4,730834981;0,311524232;0,080880192;-0,682482459;3763,873025;3793,781323;2035,196572;2051,711546
36949;29/09/2025 16:52;23,96493049;-4,599190745;0,198667717;0,065527106;-1,455885549;3447,879241;3477,787539;1978,721806;1995,23678
35504;29/09/2025 16:52;30,59466505;-5,800437007;0,457473841;0,362239418;0,471404775;4293,773685;4323,681983;2479,014831;2495,529805
30712;29/09/2025 16:52;21,80375206;-4,031781524;0,327022096;0,263710343;1,837895164;3211,435687;3241,343985;1918,715994;1935,230968
35662;29/09/2025 16:52;33,60393328;-6,458669621;0,388606364;0,643205017;-1,344825061;4361,94047;4391,848768;2386,726024;2403,240998
35664;29/09/2025 16:53;35,68736866;-7,001621053;0,173845814;0,327649204;0,059843188;4650,612686;4680,515426;2613,308464;2629,812052
42650;29/09/2025 16:53;18,76001099;-3,417021049;0,222003501;0,119063376;-2,222037518;3501,64729;3531,555588;1968,024291;1984,539265
36947;29/09/2025 16:53;30,70551381;-6,310762632;0,472661806;0,331801006;2,470072296;4512,326089;4542,228829;2683,089699;2699,593287
36950;29/09/2025 16:53;29,28602499;-5,258776712;0,156278333;-0,06283233;0,089368288;4049,698157;4079,606455;2148,338945;2164,853919
84473;29/09/2025 16:53;15,04170513;-2,563504113;0,371040529;0,073293213;-1,016305955;1918,071321;1943,262193;1213,867379;1227,298841
30713;29/09/2025 16:53;38,37088945;-6,862136809;0,260285086;-0,054063121;0,919927857;4056,401441;4086,309739;2344,586351;2361,101325
27020;29/09/2025 16:53;17,42467449;-3,617353512;0,245834543;0,26043939;3,07050396;3408,521515;3438,429813;2015,577402;2032,092376
40935;29/09/2025 16:53;14,41958941;-3,005609883;0,240278557;0,234905558;-0,164233361;3075,11124;3105,019538;1661,202779;1677,717753
50291;29/09/2025 16:53;10,69459625;-2,140114533;0,141870575;0,098995659;-0,709852118;2834,369325;2864,277623;1697,58474;1714,099714
60074;29/09/2025 16:53;15,77958003;-3,219929954;0,198709491;0,107600248;-0,493799606;2759,722333;2789,630631;1442,667539;1459,182513
96760;29/09/2025 16:53;22,14419774;-2,976180282;0,174372771;-0,347272953;0,098652555;370,9659373;389,1092204;183,2028304;190,2096935
96759;29/09/2025 16:53;21,59615559;-3,017330116;0,39175791;0,18664079;-2,941056117;529,117979;550,6639009;148,6940645;156,5310359
60488;29/09/2025 16:53;63,233627;-9,888511039;0,182386406;0,175084194;2,406698565;4255,924624;4285,827364;2502,896511;2519,400099
51690;29/09/2025 16:53;27,84589703;-4,268112858;0,168809493;0,166696515;-3,318709369;2609,81121;2639,719508;1238,053838;1254,568812
51692;29/09/2025 16:53;42,51033211;-6,335884529;0,063234395;0,18343007;3,747759252;3923,590853;3953,476888;2319,945376;2336,414462
83627;29/09/2025 16:53;-2,214053794;0,154508276;0,104686836;0,372971443;2,06054813;2225,329364;2250,898314;1315,63122;1329,28758
83626;29/09/2025 16:53;14,68947148;-2,169572877;0,296839625;0,374934781;1,544803355;2059,238879;2084,853457;1353,041494;1366,789624
51691;29/09/2025 16:53;26,37113286;-3,981252398;0,255555969;0,186280243;-1,250929567;3295,293067;3325,201365;1919,082003;1935,596977
39516;29/09/2025 16:53;31,83489349;-5,75172633;0,253172244;-0,089397879;-2,489557621;4452,475919;4482,384217;2620,465014;2636,979988
86832;29/09/2025 16:54;19,1814145;-3,592779596;0,470147706;0,115403756;-3,888251223;1437,334676;1462,082777;976,9192512;990,0328972
89701;29/09/2025 16:54;7,737630502;-0,983402485;-0,091844332;-0,227698089;-4,803849391;1059,891416;1083,500781;785,3108235;797,886549
39524;29/09/2025 16:54;44,7617587;-7,77797511;0,27695352;0,052141851;-1,360824089;4398,622761;4428,531059;2691,317105;2707,832079
70571;29/09/2025 16:54;22,66526848;-4,691072323;0,197745639;0,236393102;-2,431712785;4568,075114;4597,916372;2694,658486;2711,12228
77905;29/09/2025 16:54;53,45710424;-9,022250142;0,337968862;0,218753549;2,154537563;3425,868335;3454,225735;2062,134706;2077,61174
81913;29/09/2025 16:54;31,3247605;-6,269156694;0,528088039;0,709570627;-6,877239985;2772,141532;2799,176237;1498,576188;1513,200827
61406;29/09/2025 16:54;9,828950531;-1,837646467;0,184996309;0,010410124;-0,735651422;3797,091212;3826,99951;2474,25864;2490,773614
73602;29/09/2025 16:54;26,10238236;-4,939197634;0,227829466;-0,028708813;-4,253856311;4517,65526;4547,348644;2619,854982;2636,190454
75369;29/09/2025 16:54;18,84753751;-3,607819518;0,169027226;0,003867426;2,386196256;3656,909025;3685,939456;2363,891076;2379,804068
62416;29/09/2025 16:54;25,81360963;-4,58771405;0,170597254;0,350265978;-1,611604513;3797,571664;3827,479962;2515,62441;2532,139384
72974;29/09/2025 16:54;30,42002012;-5,738087587;0,322838555;0,317516101;-6,715364693;4179,619927;4209,444308;2438,842563;2455,271512
36624;29/09/2025 16:54;40,12074659;-6,673569196;0,041011134;0,14941775;1,871642876;4290,605519;4320,513817;2463,717387;2480,232361
85440;29/09/2025 16:54;45,10345117;-8,066191992;0,399436157;0,2740979;-4,091031703;2017,070153;2042,36979;1209,192651;1222,659795
74641;29/09/2025 16:54;37,92620214;-7,8800395;0,161443846;0,433568499;-2,087640832;4406,501876;4435,851632;2403,30907;2419,394273
28486;29/09/2025 16:54;42,2040247;-7,081213578;0,339975912;0,457873502;-7,788944936;3450,498028;3478,819349;1911,596579;1927,110402
52202;29/09/2025 16:54;36,47330703;-6,572542318;0,201466065;0,348550554;-2,801571103;4262,307479;4292,215777;2387,030829;2403,545803
70769;29/09/2025 16:54;48,76548125;-9,501495343;0,568091055;0,254659968;-3,470960948;5058,968252;5088,848708;2685,304419;2701,761886
76733;29/09/2025 16:55;32,44570015;-6,478914075;0,50452686;0,353538897;-4,595798726;3896,637138;3925,234289;2218,07149;2233,713413
67927;29/09/2025 16:55;39,54139968;-7,169721055;0,320676498;0,16158651;-3,642241907;4211,01548;4240,923778;2437,141138;2453,656112
78085;29/09/2025 16:55;40,01508939;-6,734386883;0,565270973;-0,002762428;-3,81510664;3285,281719;3313,60304;1836,931504;1852,445327
72982;29/09/2025 16:55;22,00763219;-4,294935875;-0,053798395;-0,064190291;-4,468471711;3929,855794;3959,646276;2378,308256;2394,755021
77295;29/09/2025 16:55;42,31601374;-7,628675452;0,085891474;0,063329347;-0,155907451;3445,328275;3473,591414;2024,988685;2040,384003
54151;29/09/2025 16:55;49,81504855;-8,572602591;-0,239065239;-0,050828191;-5,586096916;3803,795371;3832,210052;1993,677634;2009,161204
87866;29/09/2025 16:55;24,69590947;-4,436461405;0,27166239;0,779657191;-4,245870587;1588,893645;1613,192046;972,2562759;985,0826571
64902;29/09/2025 16:55;34,99486936;-6,343498105;0,210366523;0,357073608;-3,838002015;4347,650844;4377,559142;2364,23636;2380,751334
77906;29/09/2025 16:55;76,40924275;-13,12804398;0,185873787;0,285914592;-15,60746981;3094,471755;3122,829155;1855,398995;1870,876028
17852;29/09/2025 16:55;11,37647823;-2,502538099;0,028401684;0,034974564;4,750430649;4169,452499;4199,360797;2833,583593;2850,098567
85594;29/09/2025 16:55;40,40505541;-7,694412893;-0,171949848;0,092940472;-0,773031325;2138,328941;2163,640542;1252,493034;1265,984695
72984;29/09/2025 16:55;32,76579037;-6,582034926;-0,04819309;0,084864393;-3,866368911;4217,438333;4247,240136;2539,527387;2555,909022
85021;29/09/2025 16:55;37,28260867;-7,732660393;0,067322865;0,102555393;-4,857444221;1939,146788;1964,727177;1279,474396;1293,154046
87864;29/09/2025 16:55;28,65489635;-5,193088042;0,434464497;-0,298974683;-8,912131515;1959,186894;1983,442691;1046,548306;1059,499879
77908;29/09/2025 16:55;48,09198204;-8,336718344;0,326054681;0,085910939;-3,378839265;3598,950307;3627,300508;2045,261526;2060,723697
73387;29/09/2025 16:55;0,513579223;-0,255552924;0,19059792;-0,098720841;1,771691831;4025,892474;4055,620308;2652,779711;2669,186105
25564;29/09/2025 16:55;50,95015297;-8,075463388;0,533359795;0,310932751;-8,183357517;3466,302454;3494,659854;1849,822525;1865,299559
75368;29/09/2025 16:55;17,31369106;-3,122400141;-0,041435281;0,399548329;-1,423690296;1480,563794;1509,477338;389,9458632;400,6292377
86481;29/09/2025 16:56;13,59445729;-2,879597288;0,508101332;-0,173893031;9,226415306;1916,83878;1941,691005;1183,835045;1197,154533
110317;29/09/2025 16:56;16,77506436;-3,819243967;0,275123748;-0,353032312;-17,91882982;961,424398;981,8942743;602,5538339;613,2744475
83019;29/09/2025 16:56;8,810763564;-2,721434749;0,615918079;0,313246029;0,96461502;2606,189463;2632,470198;1518,251272;1532,364571
86833;29/09/2025 16:56;-3,705421704;0,362044633;0,727061992;-0,110103256;4,361745319;1989,884407;2014,472853;1103,864519;1116,856962
129901;29/09/2025 16:56;19,81172789;-4,602068433;0,423992327;-0,502447255;-4,749405124;623,0439741;641,067652;404,797161;413,7479003
83839;29/09/2025 16:56;30,83845411;-6,647085136;0,241145235;0,635475767;-7,048014394;2451,510828;2477,44622;1338,796219;1352,68757
78189;29/09/2025 16:56;39,34012805;-6,393567059;0,126118507;0,292536879;-5,380907428;3425,159717;3453,393552;1946,755899;1962,203999
76322;29/09/2025 16:56;14,87962717;-3,479588432;0,107745312;0,040209694;-1,654593539;3083,026316;3111,780383;2197,945762;2213,69853
53126;29/09/2025 16:56;33,1172676;-6,346439185;0,077805138;0,05909844;-0,704646479;4528,421448;4558,329746;2581,484772;2597,999746
126789;29/09/2025 16:56;16,40812686;-3,28574948;-0,478944121;-0,072266387;-9,930039978;714,0834358;733,0721516;480,7968748;490,4926653
78247;29/09/2025 16:56;58,63717285;-9,352519641;0,336275359;0,051744571;-10,93467967;3531,792164;3559,989166;1850,934969;1866,308313
114858;29/09/2025 16:56;26,69605197;-5,778918924;0,931178979;-0,339880676;-20,69762004;891,6094315;911,6057442;498,1123226;508,3600631
129898;29/09/2025 16:56;22,85228606;-4,841077906;-0,630899648;-0,312987067;-4,826529477;656,1525858;674,1762637;418,8755174;427,8262567
86476;29/09/2025 16:56;24,9008266;-5,16614674;-0,00371351;0,184398079;-4,152482221;2167,139773;2191,966135;1211,637338;1224,907034
39526;29/09/2025 16:56;55,77457179;-9,740441897;0,49985775;0,270285444;-2,132556362;4724,812229;4754,720527;2597,597536;2614,11251
39527;29/09/2025 16:56;56,00950469;-9,238277149;-0,31397769;-0,123381308;-7,907381434;4625,555925;4655,464223;2596,632652;2613,147626
26347;29/09/2025 16:56;6,956001716;-1,433101572;0,009662292;-0,161406945;-4,383082386;4959,141054;4989,049352;2803,946265;2820,461239
78132;29/09/2025 16:56;59,57780298;-10,34432744;0,185034755;-0,219130641;-6,071315232;3363,568522;3391,780284;1869,108065;1884,511604
109703;29/09/2025 16:56;7,500657156;-2,23833261;-0,067269639;0,120455844;-1,349261263;980,8052382;1001,537165;598,1475535;608,9895169
85436;29/09/2025 16:56;21,588912;-4,570949456;-0,094256728;-0,161879317;0,113468406;2199,282461;2224,629812;1257,997683;1271,561347
136163;29/09/2025 16:56;15,21537077;-2,711343021;0,481430149;0,138833492;-3,646268449;221,8151175;237,3858366;59,13874808;63,48625513
103911;29/09/2025 16:56;6,058923967;-1,193088653;-0,039573227;-0,171395347;-1,307749074;460,0125332;482,0730561;160,0458808;167,7832863
138842;29/09/2025 16:56;4,035644913;-0,790038243;-0,897972675;0,396670618;-26,1766862;282,7678489;295,9057773;178,8785563;185,5453401
81914;29/09/2025 16:57;24,67403265;-4,936980815;0,338015131;0,452899654;-8,850202961;3027,920706;3054,937446;1604,087235;1618,675013
145406;29/09/2025 16:57;1,951949234;-0,333891716;0,494582866;0,324689643;-9,644188482;180,3572119;190,4904886;112,7934937;117,7001434
110316;29/09/2025 16:57;9,838767883;-2,671401594;-0,142011347;-0,013607717;-34,41812992;980,940183;1001,383214;574,4416586;585,1165011
61409;29/09/2025 16:57;1,037513204;-0,184387412;0,306364905;0,040727455;4,41527121;4404,957569;4434,865867;2662,427727;2678,942701
36625;29/09/2025 16:57;22,26782552;-3,52822575;0,144944701;0,052414046;-2,51888983;1591,544728;1621,441904;457,18841;470,0147913
73217;29/09/2025 16:57;31,33616752;-6,229967413;0,226877814;0,261896141;-1,598476713;4805,788925;4835,533909;2557,377961;2573,730615
81867;29/09/2025 16:57;71,05830134;-14,28416509;0,247028817;0,187507511;-5,689965405;2710,178912;2737,320286;1588,602594;1603,308005
44467;29/09/2025 16:57;0,24433444;0,170994989;0,308351495;0,068431953;-0,226745969;4393,126297;4423,034595;2317,454777;2333,969751
144398;29/09/2025 16:57;25,63547253;-4,689756471;-0,748705692;0,715490568;-14,88040236;300,1967014;312,8619446;180,3674611;186,3543357
75091;29/09/2025 16:57;17,43210861;-4,355090798;0,358256098;-0,031039524;-0,838314109;4280,407773;4309,615619;2433,98475;2450,065213
136184;29/09/2025 16:57;3,585625892;-0,814644027;0,353433267;0,056670922;-1,798798868;172,7869242;187,7187424;66,09816443;70,92904349
49543;29/09/2025 16:57;42,05958726;-8,09617578;-0,103402074;0,097181804;-4,427047133;4850,671524;4880,579822;2457,457993;2473,972967
26687;29/09/2025 16:57;2,128535235;-0,735962993;0,638233312;0,312917961;5,116949041;4703,451699;4733,359997;2734,301721;2750,816695
82844;29/09/2025 16:57;17,20357979;-3,531048649;0,252034432;-0,152505855;-0,686823589;1095,406841;1121,828286;406,515614;417,4569142
86454;29/09/2025 16:57;51,20834123;-8,66818544;-0,047038291;0,332676975;-17,05711854;2031,381636;2056,246749;1100,701894;1114,045898
106548;29/09/2025 16:57;3,563653149;-0,693274645;-0,050219697;0,395738829;-3,318859468;1084,462555;1106,008477;588,6403419;599,9847433
70572;29/09/2025 16:57;16,44642008;-3,068124841;-0,071724786;0,085428114;-1,420812531;2061,360396;2091,173499;731,0473178;744,4896732
87035;29/09/2025 16:57;28,46179946;-5,233748009;0,581883389;0,79877216;-3,538743437;2128,148372;2152,750286;1137,511902;1150,532067
86248;29/09/2025 16:57;17,12888381;-3,552183835;-0,279062357;0,042251041;-6,091275238;1929,929806;1954,884378;1010,259373;1023,592266
68455;29/09/2025 16:57;32,45335162;-5,838903964;0,45873124;0,088149099;-4,269158523;4907,329892;4937,23819;2589,011186;2605,526161
73386;29/09/2025 16:57;4,667442287;-1,536710623;-0,013575889;0,390180152;5,330595785;4386,722445;4416,421584;2695,331699;2711,679146
18462;29/09/2025 16:58;29,47093201;-6,110868465;0,259174034;0,397259098;-6,337136542;4323,916653;4353,824951;2415,217998;2431,732972
62074;29/09/2025 16:58;44,22854885;-8,629155797;0,046568689;0,193634868;-5,213381391;4351,227861;4381,136159;2155,884068;2172,399043
85626;29/09/2025 16:58;27,46136837;-5,020954529;-0,081137892;0,159300888;-9,455594565;2186,796554;2212,0239;1186,260147;1199,764346
115311;29/09/2025 16:58;9,028307595;-2,407063982;0,005923284;-0,228165054;-7,932740774;950,8367007;970,8330134;526,8997932;537,1475337
85038;29/09/2025 16:58;-2,323144057;-0,112076762;0,192416303;0,100104396;2,689630292;2264,188118;2289,571006;1238,846063;1252,479564
26686;29/09/2025 16:58;14,29121158;-3,646323586;0,146860065;-0,096445885;0,396086573;4957,406546;4987,309286;2664,093975;2680,597564
103996;29/09/2025 16:58;48,85772595;-11,12648178;-0,125055505;0,14549415;-10,02018048;1347,32576;1369,783779;783,7739136;795,6573353
66609;29/09/2025 16:58;-4,53431333;0,789406911;0,316080452;0,35070268;3,864238644;4835,200318;4865,108616;2642,128057;2658,643031
70771;29/09/2025 16:58;77,56395263;-15,33583068;0,16091461;0,021682069;-6,188563377;4792,647896;4822,556194;2673,640226;2690,1552
73023;29/09/2025 16:58;36,47396735;-6,857630121;0,267807815;-0,174796916;4,254683412;4420,849602;4450,537224;2435,721176;2452,044608
81904;29/09/2025 16:58;14,0293906;-3,179348762;-0,063563103;-0,045037759;-1,40686601;3096,861265;3123,958423;1723,604811;1738,219115
103995;29/09/2025 16:58;42,06244373;-8,722241925;0,3888524;0,060540986;-4,562664744;1448,180276;1470,59971;812,6558353;824,4692263
70770;29/09/2025 16:58;45,15848347;-8,751721673;0,143191953;0,282687434;-0,735485071;4902,031718;4931,940016;2619,161498;2635,676472
145408;29/09/2025 16:58;22,50354768;-4,25912671;-0,576253203;-1,339739367;-9,564783004;249,9437615;261,0446471;171,2685599;177,2930798
78092;29/09/2025 16:58;13,33494854;-2,39784287;0,074678444;-0,056900448;-1,717402695;1439,558613;1467,814439;577,3072877;589,8830131
129900;29/09/2025 16:58;11,7183245;-3,425846631;-0,752526099;-0,480943654;-8,287149465;647,4686971;665,4923749;384,4543414;393,4050808
64854;29/09/2025 16:58;30,03550696;-6,073102145;-0,051254782;0,034739878;2,558657635;4762,248823;4792,157121;2480,902711;2497,417685
86266;29/09/2025 16:58;0,841033573;-0,083364829;-0,53283037;-0,054203332;-0,082483516;1203,382505;1228,337078;427,6695724;437,6669219
115313;29/09/2025 16:58;8,988638051;-2,566675117;0,146278547;0,924850026;-6,5299774;968,6022908;988,5403507;510,7034053;520,8423083
84835;29/09/2025 16:58;31,40589714;-6,779294766;0,352343741;0,238161384;-10,95279727;2328,906226;2354,486616;1221,932062;1235,611711
49218;29/09/2025 16:58;14,9877311;-3,145990699;0,215073093;0,163162819;-0,97434306;1983,101301;2012,920045;319,282024;328,949434
78429;29/09/2025 16:58;20,1059983;-3,9025572;0,088320726;0,041087392;-3,601764057;1671,769484;1699,936856;545,5086162;557,1917675
67764;29/09/2025 16:58;30,93469992;-5,268652725;0,043970069;0,033924974;-0,799965481;1852,888163;1882,763035;650,0522187;663,3092307
105479;29/09/2025 16:58;8,136072531;-2,535784237;0,035269462;-0,098256633;4,833266983;1309,472267;1331,734829;764,8339414;776,3448897
126870;29/09/2025 16:59;6,929162823;-1,927489757;0,07635932;0,746355925;-14,13186189;763,3345148;781,74794;411,2154415;420,3475615
86249;29/09/2025 16:59;15,80771235;-4,010024724;0,339984924;-0,599099883;-7,639074939;2125,813778;2150,717394;1124,608217;1137,839368
87117;29/09/2025 16:59;30,17375156;-6,925735505;0,445578595;-0,317565327;-12,78535663;1947,062454;1971,677806;1083,308972;1096,356519
129896;29/09/2025 16:59;10,95218962;-2,986671419;-0,070913988;-0,649973442;-10,47812371;698,4312757;716,4950875;399,6718603;408,6968749
95756;29/09/2025 16:59;16,95943049;-4,220099138;-0,092756115;0,209441335;-5,05115377;1356,671004;1378,813161;730,1921447;741,7628684
82641;29/09/2025 16:59;15,46640607;-3,156486246;0,152525066;0,165304161;-1,372273289;963,8843503;990,384744;305,5845323;315,6092264
89619;29/09/2025 16:59;3,604195443;-0,678178765;0,407949061;-0,057097627;-0,405629847;581,1752854;604,4417001;231,9570222;241,3316406
75416;29/09/2025 16:59;8,587924206;-1,862145919;0,231132784;0,234729153;-1,84590073;4285,517634;4314,63109;2335,250458;2351,23523
58278;29/09/2025 16:59;14,81526141;-2,155211553;0,157267989;-0,078615737;-1,258639962;1516,722255;1546,624995;530,6556118;543,5250586
84509;29/09/2025 16:59;13,61723605;-3,292861628;-0,149438371;-0,406939727;0,961192382;2433,344187;2458,94739;1340,456605;1354,182132
86834;29/09/2025 16:59;7,642676837;-1,538332327;-0,199134517;0,28946844;-0,46722067;759,1104652;783,5763186;257,7979445;267,568964
52203;29/09/2025 16:59;10,92612894;-1,884542906;-0,098627018;-0,115093145;-1,114614807;1631,834659;1661,737399;497,6241462;510,5757188
87029;29/09/2025 16:59;7,261497726;-1,36034384;0,358550145;0,052234993;-1,201402781;632,0347656;656,2332829;163,9722163;171,8504673
83020;29/09/2025 16:59;17,58305678;-3,937131823;0,44425447;0,466219839;-1,397177587;1241,672894;1267,99417;332,0754279;342,238174
69167;29/09/2025 16:59;50,86440855;-8,730513208;-0,07133582;-0,015969345;-3,411141102;4939,408449;4969,316747;2597,455133;2613,970107
44468;29/09/2025 16:59;0,406491381;-0,073607848;-0,102915903;0,128492551;-0,006134929;1692,5481;1722,349903;592,1810925;605,4889662
105650;29/09/2025 16:59;5,991229153;-1,593716591;0,31342308;0,853825755;-4,332608844;1370,65993;1392,842491;753,0493313;764,6955787
68188;29/09/2025 16:59;17,30070239;-3,124821886;-0,087625973;0,200552357;-0,935822006;2003,342909;2033,223365;727,8891416;741,5454722
77907;29/09/2025 16:59;17,43348451;-3,085775493;0,022835522;-0,11017529;-1,135891064;1481,183368;1509,490197;449,843474;461,7829834
75092;29/09/2025 16:59;12,97168166;-2,707725668;-0,13520096;0,068608571;-1,054433922;1888,929646;1918,068418;540,033813;552,0075447
73866;29/09/2025 16:59;25,22872375;-4,877765413;0,509688901;0,079308617;-0,409024498;4544,134802;4573,816658;2568,519152;2584,83048
64905;29/09/2025 16:59;45,97240011;-8,960713532;-0,03828772;-0,165892602;-6,818215485;4818,264583;4848,172881;2601,374494;2617,889468
105231;29/09/2025 16:59;-1,320312279;0,110037138;0,009812359;0,04148505;0,136735033;434,8775544;457,0399472;104,2484269;109,8102222
78131;29/09/2025 16:59;3,482090252;-0,548923025;-0,43408534;-0,049865824;-0,412002514;1103,482127;1131,745265;324,2185579;334,9725383
76917;29/09/2025 16:59;6,833380457;-1,688410295;-0,22295234;-0,05392211;-1,348271413;1519,979018;1548,49264;509,1033824;521,334803
89703;29/09/2025 17:00;-13,89992871;3,05457092;0,573397598;-0,204636822;-2,996984061;1728,453698;1751,983168;921,1178463;933,5424724
126873;29/09/2025 17:00;14,01030109;-3,39983819;0,738908774;0,808367781;-7,762239903;787,5103587;806,0359367;432,9327661;442,2745973
136186;29/09/2025 17:00;1,760664566;-0,504647228;-0,221408652;-0,346338587;-0,550753565;163,3640609;178,5596578;20,5868217;23,1339987
