Data;SKU;Preco;Log_Preco;Quarta-feira;Terça-feira;previsao_TSCV;previsao_SARIMAX;previsao_total
2025-10-27;77244;74,78;4,314550469548967;0;0;13,374323997838633;22,18643082433564;22,18643082433564
2025-10-28;77244;75,14;4,319353040145823;0;1;16,54596767736264;25,148603752578875;25,148603752578875
2025-10-29;77244;74,49;4,310664888188185;1;0;16,305402569209512;26,391590494423237;26,391590494423237
2025-10-30;77244;74,63;4,312542571143296;0;0;13,470140384558523;22,313745846798085;22,313745846798085
2025-10-31;77244;75,9;4,3294166844015844;0;0;12,685797107496684;20,832320457783176;20,832320457783176
2025-10-02;52251;58,59;4,070564033556697;0;0;17,544640891006033;0,09420272842536671;17,6388436194314
2025-10-03;52251;57,36;4,0493471962913645;0;0;19,02493090171001;0,2344339838745856;19,259364885584596
2025-10-04;52251;55,94;4,024279687773814;0;0;20,93564296714018;0,1917147600853374;21,127357727225515
2025-10-05;52251;58,06;4,061476958596484;0;0;18,16399274945641;0,3126366560952111;18,47662940555162
2025-10-06;52251;58,26;4,064915751531289;0;0;17,927082816069213;0,4529644688253853;18,380047284894598
2025-10-07;52251;57,38;4,049695810553219;0;1;23,247809996057576;0,691777283855808;23,939587279913383
2025-10-08;52251;58,48;4,068684815441523;1;0;29,748550551189044;0,9703287674836987;30,718879318672744
2025-10-09;52251;57,52;4,052132713412791;0;0;18,823681149077416;0,9295054217256538;19,75318657080307
2025-10-10;52251;56,73;4,038303171338476;0;0;19,844248098949443;1,1074756849990959;20,951723783948538
2025-10-11;52251;56,25;4,029806041084529;0;0;20,49855870418756;1,3235040808853709;21,82206278507293
2025-10-12;52251;57,22;4,0469034876219645;0;0;19,203256480973515;1,7075251394732103;20,910781620446727
2025-10-13;52251;57,02;4,043402083484526;0;0;19,461682813327545;2,0192539914227114;21,480936804750257
2025-10-14;52251;57,61;4,053696163744291;0;1;22,895453840169765;3,072611268251252;25,968065108421015
2025-10-15;52251;58,79;4,073971772414164;1;0;29,15410841077587;3,9100020587015267;33,0641104694774
2025-10-16;52251;59,78;4,090671156855792;0;0;16,248221892376186;3,809809402474882;20,05803129485107
2025-10-17;52251;59,99;4,094177881665002;0;0;16,032140554880833;4,411001274421953;20,443141829302785
2025-10-18;52251;59,55;4,0868162958013095;0;0;16,48911696776743;4,8670936437197385;21,356210611487167
2025-10-19;52251;59,77;4,0905038628361625;0;0;16,25860287847622;5,535975609571657;21,79457848804788
2025-10-20;52251;59,99;4,094177881665002;0;0;16,032140554880833;6,244880432320466;22,277020987201297
2025-10-21;52251;59,99;4,094177881665002;0;1;19,616814774672516;8,56382540645122;28,180640181123735
2025-10-22;52251;59,81;4,091172871056465;1;0;27,301056913819682;9,423438719179101;36,72449563299878
2025-10-23;52251;62,1;4,128745988939433;0;0;14,049983567640561;9,329028516205671;9,329028516205671
2025-10-24;52251;63,19;4,146146060785364;0;0;13,146967958145842;10,749961190119974;10,749961190119974
2025-10-25;52251;63,14;4,145354483129846;0;0;13,18675935526867;11,546565894764077;11,546565894764077
2025-10-26;52251;63,03;4,143610803525019;0;0;13,274836814736991;12,29519261644688;12,29519261644688
2025-10-27;52251;62,99;4,142975983633837;0;0;13,307048968179954;13,079642960187359;13,079642960187359
2025-10-28;52251;62,66;4,137723285524046;0;1;16,612231619120834;16,910391024105124;16,910391024105124
2025-10-29;52251;62,99;4,142975983633837;1;0;22,402023161236674;18,458129707487952;18,458129707487952
2025-10-30;52251;62,99;4,142975983633837;0;0;13,307048968179954;15,444937725319438;15,444937725319438
2025-10-31;52251;60,61;4,104459895963194;0;0;15,414995577508998;14,129090142658107;14,129090142658107
2025-10-02;71248;77,92;4,3556826593342794;0;0;26,654532443489416;20,170893664014685;26,654532443489416
2025-10-03;71248;84,71;4,4392336584434595;0;0;17,449776327134494;15,840813330349102;17,449776327134494
2025-10-04;71248;85,21;4,445118797839864;0;0;16,936772477832946;16,57812481296353;16,936772477832946
2025-10-05;71248;83,55;4,425445255041403;0;0;18,713380277958098;18,835306701534595;18,713380277958098
2025-10-06;71248;88,4;4,481871969643598;0;0;14,057216429979151;15,278305192589068;14,057216429979151
2025-10-07;71248;86,2;4,456670177669648;0;1;21,545489037439964;19,8321302620166;21,545489037439964
2025-10-08;71248;88,36;4,481419378551917;1;0;21,39327519065509;18,02806058749302;21,39327519065509
2025-10-09;71248;89,8;4,497584975308154;0;0;12,980724565505525;14,83865884064253;12,980724565505525
2025-10-10;71248;90,92;4,509979998984343;0;0;12,190031003983666;14,149501836050824;12,190031003983666
2025-10-11;71248;88,02;4,477564061382945;0;0;14,367640197505594;16,26891341535186;14,367640197505594
2025-10-12;71248;87,19;4,468089645439724;0;0;15,074687691885561;16,963700758998446;15,074687691885561
