sku,data_rodagem,modelo_ideal,intercepto_tscv,coef_log_preco_tscv,coef_quarta-feira_tscv,coef_terça-feira_tscv,coef_promocionado_tscv,intercepto_sarimax,coef_log_preco_sarimax,coef_quarta-feira_sarimax,coef_terça-feira_sarimax,coef_promocionado_sarimax,AIC_sarimax,BIC_sarimax,AIC_cruzado,BIC_cruzado
7172,2025-10-05 19:04:25,TSCV,30.48931924211371,-4.743077980350604,0.10591748784352255,0.09777826627306445,0.5449214512629714,0.7554507267305067,-5.092553026680647,0.14499171906156416,0.11456358534374739,0.0028806904433655947,1135.0632525731698,1184.2006260797666,749.1085618836341,769.3409452375863
10036,2025-10-05 19:04:43,TSCV,15.60895965733945,-3.282513975591285,0.180696659788763,0.19286601970480155,-0.2501648608755489,5.363415522837402,-2.7096349137780886,0.04691019231104232,-0.0009520420327649978,-0.20286530984174347,2328.8805831449804,2363.2906472853997,1356.1484201039675,1376.3808034579197
21120,2025-10-05 19:05:43,ARIMAX,14.784072463419909,-2.6881225581655963,0.1697401728261213,0.12503821298818138,1.0633104005648382,0.3063061291151851,-3.8938578861648487,0.03966651447908904,0.06740004849968077,0.4437111340999569,2169.807420860854,2218.934849065786,2112.440323970474,2132.657274232077
